日期,资金,企业代号,信誉评级,是否违约
952,2044134.6099999994,E47,C,否
953,2116826.1299999994,E47,C,否
954,2285431.9299999992,E47,C,否
955,2340676.979999999,E47,C,否
958,2079159.429999999,E47,C,否
959,2287564.759999999,E47,C,否
960,2577321.899999999,E47,C,否
961,2545509.7999999993,E47,C,否
962,2469693.939999999,E47,C,否
964,2469015.439999999,E47,C,否
965,2388369.489999999,E47,C,否
966,2344304.569999999,E47,C,否
967,2106092.6099999985,E47,C,否
968,2103092.6099999985,E47,C,否
969,2062821.6299999985,E47,C,否
970,2033984.1199999985,E47,C,否
972,2192765.2699999986,E47,C,否
973,2358398.5299999984,E47,C,否
974,2368663.9199999985,E47,C,否
975,2411455.019999998,E47,C,否
976,2410148.019999998,E47,C,否
979,2164488.8899999983,E47,C,否
980,2169894.129999998,E47,C,否
981,2167350.929999998,E47,C,否
982,2222680.799999998,E47,C,否
983,2159257.839999998,E47,C,否
986,2191355.179999998,E47,C,否
987,2067072.3199999975,E47,C,否
988,2096556.6499999976,E47,C,否
989,2181574.5799999973,E47,C,否
990,2187410.6199999973,E47,C,否
993,2067796.409999997,E47,C,否
994,2066546.7899999968,E47,C,否
995,2036563.8899999969,E47,C,否
996,2242973.459999997,E47,C,否
997,2049996.7699999972,E47,C,否
998,2049872.7699999972,E47,C,否
1000,2075549.2399999972,E47,C,否
1001,2086151.649999997,E47,C,否
1002,2059164.6699999974,E47,C,否
1003,2092265.6699999971,E47,C,否
1004,2101787.5999999973,E47,C,否
1005,2101132.5999999973,E47,C,否
1007,2106590.119999998,E47,C,否
1008,2037540.8699999978,E47,C,否
1009,2118865.359999998,E47,C,否
1010,2118865.359999998,E47,C,否
1011,2222782.7499999977,E47,C,否
1014,2289949.9799999977,E47,C,否
1015,2292350.1499999976,E47,C,否
1016,2337661.699999998,E47,C,否
1017,2340276.479999998,E47,C,否
1018,2182917.429999998,E47,C,否
1019,2182087.429999998,E47,C,否
1021,2333400.379999997,E47,C,否
1022,2442776.789999997,E47,C,否
1023,2429305.3199999966,E47,C,否
1024,2358220.7499999967,E47,C,否
1025,2369844.4399999967,E47,C,否
1026,2321736.1899999967,E47,C,否
1028,2265694.6399999964,E47,C,否
1029,2135005.6599999964,E47,C,否
1030,2130374.2299999963,E47,C,否
1031,2142026.569999996,E47,C,否
1032,2222970.089999996,E47,C,否
1033,2177875.089999996,E47,C,否
1035,2248864.929999996,E47,C,否
1036,2282193.1999999965,E47,C,否
1037,2197521.839999996,E47,C,否
1038,2222960.109999996,E47,C,否
1039,2370031.369999996,E47,C,否
1042,2379009.009999996,E47,C,否
1043,2438235.079999996,E47,C,否
1044,2447015.209999996,E47,C,否
1045,2446575.2199999955,E47,C,否
1046,2445715.2199999955,E47,C,否
1049,2274260.7399999956,E47,C,否
1050,2396632.7699999954,E47,C,否
1051,2405549.039999995,E47,C,否
1052,2687889.2499999953,E47,C,否
1053,2687646.389999995,E47,C,否
1056,2577557.3199999947,E47,C,否
1057,2676235.529999995,E47,C,否
1058,2690474.4299999946,E47,C,否
1059,2387842.399999995,E47,C,否
1060,2387829.399999995,E47,C,否
1062,2357061.099999995,E47,C,否
1063,2314351.7099999953,E47,C,否
1066,2313498.7099999953,E47,C,否
1067,2312931.7099999953,E47,C,否
1071,2355375.6099999957,E47,C,否
1072,2519956.289999996,E47,C,否
1073,2574168.6699999957,E47,C,否
1074,2610538.1699999957,E47,C,否
1075,2695403.619999996,E47,C,否
1077,2721747.8699999964,E47,C,否
1079,2657140.5899999966,E47,C,否
1080,2611181.349999997,E47,C,否
1081,2542413.8999999966,E47,C,否
1082,2534413.8999999966,E47,C,否
1084,2575766.9299999964,E47,C,否
1085,2578223.2699999968,E47,C,否
1086,2391801.7899999972,E47,C,否
1087,2359722.879999997,E47,C,否
1088,2423669.789999997,E47,C,否
1091,2009113.439999997,E47,C,否
1092,2050574.8599999968,E47,C,否
1093,2048831.5399999968,E47,C,否
1094,2002096.9899999967,E47,C,否
1095,2001360.7899999968,E47,C,否
1098,2424847.489999997,E47,C,否
1099,2500507.669999997,E47,C,否
1100,2457071.669999997,E47,C,否
1101,2445720.6699999976,E47,C,否
1102,2454320.489999998,E47,C,否
1105,2565754.899999998,E47,C,否
1106,2678344.919999998,E47,C,否
1107,2901764.539999998,E47,C,否
1108,3020822.4799999977,E47,C,否
1109,2322822.4799999977,E47,C,否
1110,2322642.4799999977,E47,C,否
1112,2147511.9199999976,E47,C,否
1113,2227025.469999998,E47,C,否
1114,2210294.239999998,E47,C,否
1115,2426040.999999998,E47,C,否
1116,2188433.729999998,E47,C,否
1119,2078539.5699999982,E47,C,否
1120,1784517.4799999981,E47,C,否
1121,1784451.4799999981,E47,C,否
1122,1760203.649999998,E47,C,否
1123,1885943.679999998,E47,C,否
1124,1936841.989999998,E47,C,否
0,170388.02,E48,A,否
11,164140.02,E48,A,否
41,113520.01999999999,E48,A,否
45,106520.01999999999,E48,A,否
61,74520.01999999999,E48,A,否
68,285673.86,E48,A,否
70,759904.6000000001,E48,A,否
73,753154.6000000001,E48,A,否
75,651787.4000000001,E48,A,否
89,649537.4000000001,E48,A,否
97,507208.5000000001,E48,A,否
101,812297.38,E48,A,否
102,805997.38,E48,A,否
122,790584.88,E48,A,否
129,964005.4,E48,A,否
133,1040971.2200000001,E48,A,否
143,1039211.2200000001,E48,A,否
152,1038540.2200000001,E48,A,否
153,896211.3200000001,E48,A,否
159,833511.3200000001,E48,A,否
160,1159683.9799999997,E48,A,否
161,1098733.9799999997,E48,A,否
164,1098296.2399999995,E48,A,否
166,1058296.2399999995,E48,A,否
167,1051546.2399999995,E48,A,否
168,1036746.2399999995,E48,A,否
169,1036746.2399999995,E48,A,否
176,1036410.2399999995,E48,A,否
179,1042350.2399999995,E48,A,否
182,943801.4399999995,E48,A,否
187,921236.0399999996,E48,A,否
188,1171024.72,E48,A,否
189,1119049.59,E48,A,否
194,1177675.2299999997,E48,A,否
199,1110400.2299999997,E48,A,否
213,1109942.7299999997,E48,A,否
214,1074242.7299999997,E48,A,否
220,1073769.2499999995,E48,A,否
222,1329841.0299999998,E48,A,否
225,1393358.9699999997,E48,A,否
230,1358108.9699999997,E48,A,否
239,1208108.9699999997,E48,A,否
244,1201808.9699999997,E48,A,否
246,1201532.9699999997,E48,A,否
248,1186461.9699999997,E48,A,否
250,1186051.7499999998,E48,A,否
251,1569648.53,E48,A,否
252,1564072.53,E48,A,否
253,1774955.6500000001,E48,A,否
257,1767955.6500000001,E48,A,否
258,1679955.6500000001,E48,A,否
260,1593654.6500000001,E48,A,否
276,1842564.4900000005,E48,A,否
280,1842108.2300000004,E48,A,否
283,2250128.150000001,E48,A,否
285,2265239.270000001,E48,A,否
288,2264653.270000001,E48,A,否
290,2264243.270000001,E48,A,否
291,2129893.270000001,E48,A,否
297,2158525.7500000014,E48,A,否
304,2144525.7500000014,E48,A,否
306,2141790.2500000014,E48,A,否
312,2640950.150000001,E48,A,否
313,2640255.150000001,E48,A,否
315,3089147.8700000015,E48,A,否
320,3082397.8700000015,E48,A,否
321,3082197.8700000015,E48,A,否
326,3081911.8700000015,E48,A,否
328,3081250.8700000015,E48,A,否
332,3218003.010000001,E48,A,否
339,3217698.010000001,E48,A,否
342,3216601.530000001,E48,A,否
344,3216311.530000001,E48,A,否
345,4033974.7700000014,E48,A,否
346,4095925.1900000013,E48,A,否
348,4094322.1900000013,E48,A,否
350,4075647.1900000013,E48,A,否
353,4073736.1900000013,E48,A,否
354,4073536.1900000013,E48,A,否
360,4070087.1900000013,E48,A,否
367,4306153.030000002,E48,A,否
368,4305283.030000002,E48,A,否
370,4304821.030000002,E48,A,否
371,4229499.030000002,E48,A,否
373,4229069.520000002,E48,A,否
374,4222219.520000002,E48,A,否
375,4221909.520000002,E48,A,否
376,4212659.520000002,E48,A,否
377,4175259.5200000023,E48,A,否
378,4783608.240000003,E48,A,否
379,4917789.420000003,E48,A,否
381,4881424.420000003,E48,A,否
383,4881142.420000003,E48,A,否
384,4880728.420000003,E48,A,否
386,4880528.420000003,E48,A,否
388,4880248.420000003,E48,A,否
390,5022359.540000002,E48,A,否
392,5022159.540000002,E48,A,否
396,5021799.540000002,E48,A,否
403,5021599.540000002,E48,A,否
404,5021274.540000002,E48,A,否
408,5021069.540000002,E48,A,否
409,5020632.950000003,E48,A,否
411,5020152.950000003,E48,A,否
413,5019817.950000003,E48,A,否
417,5016867.950000003,E48,A,否
420,5016667.950000003,E48,A,否
421,5016467.950000003,E48,A,否
422,5016133.950000003,E48,A,否
423,5015499.450000003,E48,A,否
424,5015043.450000003,E48,A,否
425,5014163.450000003,E48,A,否
426,5014063.450000003,E48,A,否
428,5013318.450000003,E48,A,否
430,5382817.530000005,E48,A,否
431,5380001.530000005,E48,A,否
432,5760751.370000005,E48,A,否
433,5760194.060000004,E48,A,否
434,5759698.060000004,E48,A,否
435,5755628.060000004,E48,A,否
437,5754425.060000004,E48,A,否
438,5754325.060000004,E48,A,否
440,5719975.060000004,E48,A,否
442,5716550.060000004,E48,A,否
443,5715310.060000004,E48,A,否
444,5715110.060000004,E48,A,否
445,5714659.060000004,E48,A,否
446,5714309.060000004,E48,A,否
447,5714109.060000004,E48,A,否
448,5713715.060000004,E48,A,否
449,5713262.060000004,E48,A,否
450,5713062.060000004,E48,A,否
451,5712246.060000004,E48,A,否
452,5807041.080000004,E48,A,否
454,5804611.080000004,E48,A,否
455,5804411.080000004,E48,A,否
456,5804051.080000004,E48,A,否
457,5803851.080000004,E48,A,否
458,6015616.880000005,E48,A,否
459,6015416.880000005,E48,A,否
460,6015216.880000005,E48,A,否
461,6359513.640000006,E48,A,否
462,6300218.640000006,E48,A,否
463,6299783.2100000065,E48,A,否
464,6299303.2100000065,E48,A,否
465,6298953.2100000065,E48,A,否
466,6721455.1700000055,E48,A,否
467,6394611.1700000055,E48,A,否
468,6394426.1700000055,E48,A,否
472,6393897.1700000055,E48,A,否
480,6393797.1700000055,E48,A,否
481,6393597.1700000055,E48,A,否
482,6393338.1700000055,E48,A,否
483,6382770.1700000055,E48,A,否
484,6376100.1700000055,E48,A,否
486,6375240.1700000055,E48,A,否
487,6397095.350000005,E48,A,否
488,6396895.350000005,E48,A,否
493,6378439.380000006,E48,A,否
494,6574474.060000008,E48,A,否
495,6566974.060000008,E48,A,否
496,6584215.420000007,E48,A,否
497,6583870.420000007,E48,A,否
500,6582454.0800000075,E48,A,否
502,6574820.0800000075,E48,A,否
504,6574720.0800000075,E48,A,否
506,6574520.0800000075,E48,A,否
507,6574105.0800000075,E48,A,否
509,6573995.0800000075,E48,A,否
511,6573887.710000007,E48,A,否
513,6762887.710000007,E48,A,否
514,6762787.710000007,E48,A,否
515,6762437.710000007,E48,A,否
516,6761512.710000007,E48,A,否
517,6748687.710000007,E48,A,否
518,6779881.090000008,E48,A,否
519,6694410.090000008,E48,A,否
521,6694056.090000008,E48,A,否
523,6684974.090000008,E48,A,否
524,6741716.710000007,E48,A,否
525,6694912.480000008,E48,A,否
526,6694412.480000008,E48,A,否
527,6692528.480000008,E48,A,否
528,6699291.040000008,E48,A,否
529,6921650.700000007,E48,A,否
530,6919055.700000007,E48,A,否
534,6918594.030000007,E48,A,否
536,6918114.030000007,E48,A,否
537,6917074.030000007,E48,A,否
538,6916564.030000007,E48,A,否
539,7440164.030000007,E48,A,否
541,7439694.030000007,E48,A,否
542,7439428.030000007,E48,A,否
543,7439328.030000007,E48,A,否
544,7439078.030000007,E48,A,否
549,7782538.350000005,E48,A,否
550,7782338.350000005,E48,A,否
551,7717013.350000005,E48,A,否
552,7716763.350000005,E48,A,否
554,7716594.350000005,E48,A,否
555,7716224.550000005,E48,A,否
556,7701744.150000005,E48,A,否
558,7695595.350000005,E48,A,否
559,7695399.340000005,E48,A,否
560,7808516.940000005,E48,A,否
561,7808126.940000005,E48,A,否
562,7807836.940000005,E48,A,否
563,8413933.300000004,E48,A,否
565,8410033.300000004,E48,A,否
566,8402433.300000004,E48,A,否
567,8400321.300000004,E48,A,否
569,8400121.300000004,E48,A,否
570,8399743.300000004,E48,A,否
573,8398793.300000004,E48,A,否
574,8398557.500000004,E48,A,否
577,8916846.290000003,E48,A,否
579,8857417.790000003,E48,A,否
581,8532999.790000003,E48,A,否
582,8532819.790000003,E48,A,否
583,8532069.790000003,E48,A,否
584,8507450.890000002,E48,A,否
585,8743542.370000003,E48,A,否
586,8743142.370000003,E48,A,否
587,8688442.370000003,E48,A,否
589,9390893.110000001,E48,A,否
591,9390643.110000001,E48,A,否
592,9750108.290000001,E48,A,否
593,9955501.969999997,E48,A,否
594,9930401.969999997,E48,A,否
596,9930241.969999997,E48,A,否
598,9929926.969999997,E48,A,否
599,9929626.969999997,E48,A,否
603,9929526.969999997,E48,A,否
605,10205130.409999998,E48,A,否
606,10204750.409999998,E48,A,否
607,10203645.079999998,E48,A,否
608,10180145.079999998,E48,A,否
609,10179213.069999998,E48,A,否
612,10188549.249999998,E48,A,否
613,10216135.449999997,E48,A,否
614,10215565.449999997,E48,A,否
615,10266199.569999998,E48,A,否
617,10482501.289999997,E48,A,否
619,10482152.289999997,E48,A,否
620,10461132.289999997,E48,A,否
621,11098954.410000002,E48,A,否
622,11853458.809999997,E48,A,否
623,11853064.809999997,E48,A,否
624,11849064.809999997,E48,A,否
627,11848950.809999997,E48,A,否
630,11848015.809999997,E48,A,否
632,11846887.809999997,E48,A,否
633,11846389.809999997,E48,A,否
634,11844719.809999997,E48,A,否
637,11844551.809999997,E48,A,否
640,12582525.929999998,E48,A,否
641,12582276.929999998,E48,A,否
642,12677363.13,E48,A,否
644,12677195.13,E48,A,否
645,12676329.13,E48,A,否
647,12616489.930000002,E48,A,否
648,12604689.930000002,E48,A,否
649,12233794.930000002,E48,A,否
650,12842171.729999999,E48,A,否
651,12829771.729999999,E48,A,否
652,12660571.729999999,E48,A,否
653,12659232.729999999,E48,A,否
654,12619212.729999999,E48,A,否
656,12996675.850000003,E48,A,否
657,12996284.450000003,E48,A,否
658,12996184.450000003,E48,A,否
661,12996067.450000003,E48,A,否
662,12994102.630000003,E48,A,否
666,12993626.630000003,E48,A,否
667,12992852.630000003,E48,A,否
668,12980852.630000003,E48,A,否
671,13353616.230000004,E48,A,否
672,13353466.230000004,E48,A,否
673,13353041.230000004,E48,A,否
674,13352702.380000005,E48,A,否
675,13352488.480000006,E48,A,否
676,13333028.940000007,E48,A,否
677,13239813.940000007,E48,A,否
678,13584057.00000001,E48,A,否
679,13583443.780000009,E48,A,否
680,13583316.780000009,E48,A,否
682,14129987.300000008,E48,A,否
683,14334206.060000006,E48,A,否
684,14334050.260000005,E48,A,否
685,14319517.860000005,E48,A,否
688,14319001.350000005,E48,A,否
689,14318801.350000005,E48,A,否
691,14318240.650000006,E48,A,否
692,14316383.990000006,E48,A,否
693,14116383.990000006,E48,A,否
694,14115879.350000005,E48,A,否
697,14115349.350000005,E48,A,否
698,14100949.350000005,E48,A,否
699,14597087.270000003,E48,A,否
701,14596051.360000003,E48,A,否
702,14595871.860000003,E48,A,否
703,14592371.860000003,E48,A,否
704,14572471.860000003,E48,A,否
705,14384521.860000003,E48,A,否
706,14340830.120000001,E48,A,否
709,14340206.120000001,E48,A,否
710,14506468.25,E48,A,否
711,15604836.85,E48,A,否
712,15594826.85,E48,A,否
713,15837585.449999997,E48,A,否
714,16095101.309999997,E48,A,否
715,16040761.309999997,E48,A,否
718,16040294.309999997,E48,A,否
719,16040004.509999996,E48,A,否
721,16038854.589999996,E48,A,否
722,16037807.889999995,E48,A,否
723,16032933.889999995,E48,A,否
724,16372879.949999997,E48,A,否
725,16339511.949999997,E48,A,否
726,16338471.949999997,E48,A,否
727,16265936.589999998,E48,A,否
728,16248111.589999998,E48,A,否
730,16247869.589999998,E48,A,否
731,16267593.729999999,E48,A,否
732,16266902.729999999,E48,A,否
734,16405721.69,E48,A,否
735,16515640.67,E48,A,否
736,16515493.81,E48,A,否
738,16515089.829999998,E48,A,否
739,16488583.729999999,E48,A,否
740,16482197.729999999,E48,A,否
741,16476347.729999999,E48,A,否
742,16473147.729999999,E48,A,否
745,16641174.549999999,E48,A,否
747,16636773.049999999,E48,A,否
748,16878669.19,E48,A,否
750,16878275.19,E48,A,否
764,16875045.19,E48,A,否
765,16874461.970000003,E48,A,否
766,16874005.970000003,E48,A,否
769,16859005.970000003,E48,A,否
770,17059348.95,E48,A,否
772,17059322.95,E48,A,否
773,17059072.95,E48,A,否
774,17289654.95,E48,A,否
776,17397259.249999996,E48,A,否
777,17397019.249999996,E48,A,否
780,17396851.249999996,E48,A,否
781,17396683.249999996,E48,A,否
782,17396583.249999996,E48,A,否
783,17394883.249999996,E48,A,否
784,17735912.51,E48,A,否
786,17734982.51,E48,A,否
788,17734402.41,E48,A,否
789,17710602.41,E48,A,否
791,17767307.970000003,E48,A,否
793,17767107.970000003,E48,A,否
794,17619739.970000003,E48,A,否
795,17619581.970000003,E48,A,否
796,17122781.62,E48,A,否
797,17116172.62,E48,A,否
798,17546890.4,E48,A,否
799,17545307.2,E48,A,否
800,17543959.2,E48,A,否
802,17491541.0,E48,A,否
803,17491201.0,E48,A,否
804,18216378.560000002,E48,A,否
805,18688113.22,E48,A,否
806,18687578.22,E48,A,否
808,18687210.22,E48,A,否
809,18687042.22,E48,A,否
810,18618697.22,E48,A,否
811,18615355.22,E48,A,否
812,18608470.22,E48,A,否
816,18607391.22,E48,A,否
817,18605373.22,E48,A,否
818,18604034.22,E48,A,否
819,18603554.22,E48,A,否
822,18602986.22,E48,A,否
826,18594346.22,E48,A,否
827,18802385.77,E48,A,否
828,18802140.77,E48,A,否
829,19472406.36,E48,A,否
830,19399641.36,E48,A,否
831,19372417.36,E48,A,否
832,19482481.819999997,E48,A,否
834,19482386.819999997,E48,A,否
835,19474986.819999997,E48,A,否
836,19472334.819999997,E48,A,否
837,20098346.280000005,E48,A,否
838,20097976.480000004,E48,A,否
839,20097880.530000005,E48,A,否
840,20097680.530000005,E48,A,否
841,20097324.730000004,E48,A,否
842,20097146.730000004,E48,A,否
844,19931145.730000004,E48,A,否
845,19930578.830000006,E48,A,否
846,20067481.490000002,E48,A,否
847,20172085.310000002,E48,A,否
849,20171842.310000002,E48,A,否
850,20263879.47,E48,A,否
851,20251291.47,E48,A,否
852,20250923.47,E48,A,否
853,20250355.47,E48,A,否
854,20249370.47,E48,A,否
857,20366801.21,E48,A,否
858,21021313.739999995,E48,A,否
859,20965025.739999995,E48,A,否
860,21164171.239999995,E48,A,否
861,21164007.529999997,E48,A,否
863,21163432.529999997,E48,A,否
864,22027913.390000004,E48,A,否
865,22622341.990000006,E48,A,否
866,22581259.290000007,E48,A,否
867,22576459.290000007,E48,A,否
868,22798784.63000001,E48,A,否
871,22786384.63000001,E48,A,否
872,22753945.63000001,E48,A,否
873,22753612.63000001,E48,A,否
875,22752686.63000001,E48,A,否
876,22752449.63000001,E48,A,否
877,22752239.63000001,E48,A,否
881,22569097.33000001,E48,A,否
882,22568211.03000001,E48,A,否
884,22565512.03000001,E48,A,否
885,22529256.83000001,E48,A,否
886,22821161.270000014,E48,A,否
888,22709961.270000014,E48,A,否
889,22792889.73000001,E48,A,否
890,22792473.79000001,E48,A,否
892,24654055.37000001,E48,A,否
893,24607117.37000001,E48,A,否
894,24585067.37000001,E48,A,否
895,24646141.170000006,E48,A,否
896,24683176.570000004,E48,A,否
900,24666719.570000004,E48,A,否
901,24665901.570000004,E48,A,否
902,24665763.670000006,E48,A,否
903,24665363.670000006,E48,A,否
905,24664874.670000006,E48,A,否
906,24664669.670000006,E48,A,否
907,24664269.670000006,E48,A,否
908,25049206.51000001,E48,A,否
909,25048814.45000001,E48,A,否
910,25048714.45000001,E48,A,否
911,25047438.45000001,E48,A,否
912,25047184.85000001,E48,A,否
913,25046884.85000001,E48,A,否
914,25046766.85000001,E48,A,否
915,25004316.65000001,E48,A,否
916,25003662.65000001,E48,A,否
917,25002512.65000001,E48,A,否
918,25001796.65000001,E48,A,否
920,25668693.730000008,E48,A,否
921,25633568.730000008,E48,A,否
922,25633044.730000008,E48,A,否
923,26484730.09,E48,A,否
924,26168959.09,E48,A,否
925,26168533.529999997,E48,A,否
927,26486876.19,E48,A,否
928,27225836.37000001,E48,A,否
929,27212590.37000001,E48,A,否
932,27211892.37000001,E48,A,否
934,27211751.56000001,E48,A,否
935,27211648.56000001,E48,A,否
936,27139615.56000001,E48,A,否
937,27134405.56000001,E48,A,否
938,26926068.08000001,E48,A,否
939,26920796.08000001,E48,A,否
940,26920660.18000001,E48,A,否
941,26885510.18000001,E48,A,否
943,26977263.00000001,E48,A,否
944,26876883.00000001,E48,A,否
945,26863841.00000001,E48,A,否
948,27605046.14000001,E48,A,否
949,27415733.64000001,E48,A,否
950,27354615.00000001,E48,A,否
952,27856117.660000008,E48,A,否
953,27835189.660000008,E48,A,否
955,27616989.660000008,E48,A,否
956,28618125.060000014,E48,A,否
958,28585175.060000014,E48,A,否
959,29192851.92000002,E48,A,否
960,29344958.10000002,E48,A,否
962,29344858.10000002,E48,A,否
964,29344588.10000002,E48,A,否
965,29344408.10000002,E48,A,否
966,29344248.10000002,E48,A,否
967,29344080.10000002,E48,A,否
969,29343865.10000002,E48,A,否
970,29543136.490000017,E48,A,否
971,29533071.490000017,E48,A,否
972,29375016.690000016,E48,A,否
975,29374916.690000016,E48,A,否
976,29373716.690000016,E48,A,否
977,29399624.110000018,E48,A,否
978,29326574.110000018,E48,A,否
979,29283342.91000002,E48,A,否
980,29282595.91000002,E48,A,否
982,29282209.91000002,E48,A,否
983,29215099.91000002,E48,A,否
984,29129890.16000002,E48,A,否
987,30050891.22000002,E48,A,否
988,30033696.22000002,E48,A,否
989,31264442.62000002,E48,A,否
993,31263182.62000002,E48,A,否
994,31260216.62000002,E48,A,否
995,31258345.62000002,E48,A,否
996,31254891.62000002,E48,A,否
999,31213648.02000002,E48,A,否
1000,30878954.02000002,E48,A,否
1001,30876454.02000002,E48,A,否
1002,31165807.510000017,E48,A,否
1005,31245694.230000015,E48,A,否
1006,31136744.230000015,E48,A,否
1009,31070594.230000015,E48,A,否
1010,31070477.50000002,E48,A,否
1011,31070297.10000002,E48,A,否
1012,31740314.77000002,E48,A,否
1013,31621451.77000002,E48,A,否
1014,31743079.430000022,E48,A,否
1015,31742789.63000002,E48,A,否
1016,31742385.30000002,E48,A,否
1018,33069029.180000015,E48,A,否
1019,33067729.180000015,E48,A,否
1020,33062669.180000015,E48,A,否
1021,33049604.180000015,E48,A,否
1023,33049486.180000015,E48,A,否
1024,33018476.180000015,E48,A,否
1025,33010196.180000015,E48,A,否
1026,33218339.540000014,E48,A,否
1027,33187544.040000014,E48,A,否
1028,34220906.16000002,E48,A,否
1030,34151506.16000002,E48,A,否
1031,34151243.16000002,E48,A,否
1032,34117243.16000002,E48,A,否
1034,33918523.16000002,E48,A,否
1037,33918336.16000002,E48,A,否
1038,33918136.16000002,E48,A,否
1039,34370283.90000001,E48,A,否
1040,33899744.31000001,E48,A,否
1041,33910874.540000014,E48,A,否
1042,33904274.540000014,E48,A,否
1043,33896889.83000001,E48,A,否
1044,33830739.83000001,E48,A,否
1046,33740933.99000001,E48,A,否
1047,34138880.87000002,E48,A,否
1048,34043880.87000002,E48,A,否
1049,34758669.53000003,E48,A,否
1050,34675759.53000003,E48,A,否
1053,34673099.71000003,E48,A,否
1054,34612867.71000003,E48,A,否
1055,34594867.71000003,E48,A,否
1056,34594229.01000003,E48,A,否
1057,34593229.01000003,E48,A,否
1060,34548204.01000003,E48,A,否
1061,34547924.01000003,E48,A,否
1062,35314938.13000003,E48,A,否
1063,35312748.13000003,E48,A,否
1066,35312664.13000003,E48,A,否
1067,35311948.13000003,E48,A,否
1068,35221148.13000003,E48,A,否
1069,35149534.63000003,E48,A,否
1070,35561576.45000004,E48,A,否
1071,35588120.61000004,E48,A,否
1072,35565288.59000003,E48,A,否
1074,36368923.91000004,E48,A,否
1075,36343923.91000004,E48,A,否
1076,36818042.490000054,E48,A,否
1077,36779188.590000056,E48,A,否
1078,37213031.070000045,E48,A,否
1079,36793231.070000045,E48,A,否
1080,36792194.070000045,E48,A,否
1081,36791934.070000045,E48,A,否
1082,36791854.070000045,E48,A,否
1083,36791654.070000045,E48,A,否
1084,36619262.070000045,E48,A,否
1085,36589526.070000045,E48,A,否
1086,36589279.070000045,E48,A,否
1087,36589050.070000045,E48,A,否
1088,38140951.900000036,E48,A,否
1089,37867634.400000036,E48,A,否
1090,37841284.400000036,E48,A,否
1091,37834584.400000036,E48,A,否
1093,37834384.400000036,E48,A,否
1095,38069602.06000003,E48,A,否
1096,38157758.29000004,E48,A,否
1097,38157267.79000004,E48,A,否
1098,38156962.79000004,E48,A,否
1099,38126949.24000004,E48,A,否
1101,38122503.24000004,E48,A,否
1102,38121613.24000004,E48,A,否
1104,38121353.24000004,E48,A,否
1118,38120622.64000004,E48,A,否
1121,38120302.64000004,E48,A,否
1129,38119595.49000004,E48,A,否
1130,38119383.19000004,E48,A,否
1131,38118638.19000004,E48,A,否
1132,38117095.06000004,E48,A,否
0,94339.62,E49,C,否
6,92759.62,E49,C,否
13,84365.79,E49,C,否
14,329225.56,E49,C,否
34,345146.46,E49,C,否
43,145146.46000000002,E49,C,否
46,-52466.01999999998,E49,C,否
54,-60960.21999999998,E49,C,否
62,-65940.21999999997,E49,C,否
63,-75453.01999999996,E49,C,否
64,-88508.85999999996,E49,C,否
67,1232061.3199999998,E49,C,否
68,1587806.03,E49,C,否
69,2061799.96,E49,C,否
70,2001788.9,E49,C,否
71,1996275.0,E49,C,否
74,1983295.0,E49,C,否
75,1972295.0,E49,C,否
77,2238813.9599999995,E49,C,否
84,2098011.9599999995,E49,C,否
95,2100630.1699999995,E49,C,否
96,2089879.9199999995,E49,C,否
98,3221955.360000001,E49,C,否
102,3222382.710000001,E49,C,否
103,2809326.870000001,E49,C,否
106,2797795.870000001,E49,C,否
113,2797740.870000001,E49,C,否
118,1941117.870000001,E49,C,否
119,1940456.170000001,E49,C,否
127,1939756.170000001,E49,C,否
131,1940699.570000001,E49,C,否
132,1940519.570000001,E49,C,否
140,1211617.5400000014,E49,C,否
141,1940528.120000001,E49,C,否
148,1932528.120000001,E49,C,否
155,1932128.120000001,E49,C,否
165,1919072.280000001,E49,C,否
169,1892422.280000001,E49,C,否
172,1890492.280000001,E49,C,否
177,1885099.280000001,E49,C,否
186,1885079.380000001,E49,C,否
188,1888241.9600000011,E49,C,否
191,1885879.9600000011,E49,C,否
192,1883489.9600000011,E49,C,否
193,1883219.4900000012,E49,C,否
194,1867889.7400000012,E49,C,否
196,1866383.7400000012,E49,C,否
201,1864933.7400000012,E49,C,否
202,1849889.1100000013,E49,C,否
204,1586857.7100000014,E49,C,否
206,1586497.7100000014,E49,C,否
207,2804693.9000000027,E49,C,否
210,2773753.9000000027,E49,C,否
214,2769967.9000000027,E49,C,否
215,2766885.9000000027,E49,C,否
216,2761685.9000000027,E49,C,否
217,2760785.9000000027,E49,C,否
220,2750785.9000000027,E49,C,否
222,2449907.9000000027,E49,C,否
225,2449659.9000000027,E49,C,否
228,2448859.9000000027,E49,C,否
229,2446659.9000000027,E49,C,否
230,2452783.9000000027,E49,C,否
235,2464595.220000003,E49,C,否
237,2455742.220000003,E49,C,否
243,2735831.360000003,E49,C,否
244,2870958.7200000035,E49,C,否
246,2857158.7200000035,E49,C,否
251,2821524.7700000033,E49,C,否
252,2814724.7700000033,E49,C,否
257,2796438.9300000034,E49,C,否
261,2796257.9300000034,E49,C,否
263,2795957.9300000034,E49,C,否
278,4631418.260000005,E49,C,否
285,4626206.260000005,E49,C,否
288,4625006.260000005,E49,C,否
291,5756610.0000000065,E49,C,否
294,5751057.640000006,E49,C,否
301,5749857.640000006,E49,C,否
